	TreeNum	Phytochemical	Count	Disease Header	Association
7929	C23.888.592.604.359	D011736	1	Consciousness Disorders	Positive
7930	C23.888.592.604.359	D019802	1	Consciousness Disorders	Positive
7931	C23.888.592.604.359	D013936	1	Consciousness Disorders	Positive
8188	C23.888.592.604.359.800	D011736	1	Unconsciousness	Positive
8189	C23.888.592.604.359.800	D019802	1	Unconsciousness	Positive
8190	C23.888.592.604.359.800	D013936	1	Unconsciousness	Positive
8191	C23.888.592.604.359.800.200	D011736	1	Coma	Positive
8192	C23.888.592.604.359.800.200	D019802	1	Coma	Positive
8193	C23.888.592.604.359.800.200	D013936	1	Coma	Positive
8373	C23.888.592.604.444	D011794	1	Lethargy	Positive
705	C23.888.592.604.529	D003474	2	Memory Disorders	Positive
706	C23.888.592.604.529	C004742	2	Memory Disorders	Positive
699	C23.888.592.604.529	C058895	1	Memory Disorders	Positive
700	C23.888.592.604.529	D017962	1	Memory Disorders	Positive
701	C23.888.592.604.529	C006680	1	Memory Disorders	Positive
702	C23.888.592.604.529	D001599	1	Memory Disorders	Positive
703	C23.888.592.604.529	C040048	1	Memory Disorders	Positive
704	C23.888.592.604.529	D002726	1	Memory Disorders	Positive
707	C23.888.592.604.529	C050229	1	Memory Disorders	Positive
708	C23.888.592.604.529	D005363	1	Memory Disorders	Positive
709	C23.888.592.604.529	D019833	1	Memory Disorders	Positive
710	C23.888.592.604.529	C107601	1	Memory Disorders	Positive
711	C23.888.592.604.529	C008281	1	Memory Disorders	Positive
712	C23.888.592.604.529	C059516	1	Memory Disorders	Positive
713	C23.888.592.604.529	D009020	1	Memory Disorders	Positive
714	C23.888.592.604.529	C005273	1	Memory Disorders	Positive
715	C23.888.592.604.529	D009638	1	Memory Disorders	Positive
716	C23.888.592.604.529	D011794	1	Memory Disorders	Positive
717	C23.888.592.604.529	D020156	1	Memory Disorders	Positive
718	C23.888.592.604.529	C073734	1	Memory Disorders	Positive
719	C23.888.592.604.529	D015026	1	Memory Disorders	Positive
720	C23.888.592.604.529.100	C058895	1	Amnesia	Positive
721	C23.888.592.604.529.100	C006680	1	Amnesia	Positive
722	C23.888.592.604.529.100	D001599	1	Amnesia	Positive
723	C23.888.592.604.529.100	D002726	1	Amnesia	Positive
724	C23.888.592.604.529.100	D003474	1	Amnesia	Positive
725	C23.888.592.604.529.100	C004742	1	Amnesia	Positive
726	C23.888.592.604.529.100	C050229	1	Amnesia	Positive
727	C23.888.592.604.529.100	D005363	1	Amnesia	Positive
728	C23.888.592.604.529.100	C107601	1	Amnesia	Positive
729	C23.888.592.604.529.100	D009020	1	Amnesia	Positive
730	C23.888.592.604.529.100	C005273	1	Amnesia	Positive
731	C23.888.592.604.529.100	D009638	1	Amnesia	Positive
732	C23.888.592.604.529.100	C073734	1	Amnesia	Positive
733	C23.888.592.604.529.100	D015026	1	Amnesia	Positive
7935	C23.888.592.604.764	D009020	1	Perceptual Disorders	Positive
7936	C23.888.592.604.764.300	D009020	1	Hallucinations	Positive
7915	C23.888.592.604.882	C015358	1	Psychomotor Disorders	Positive
7916	C23.888.592.604.882.700	C015358	1	Psychomotor Agitation	Positive
3418	C23.888.592.608	C056165	1	Neuromuscular Manifestations	Positive
3419	C23.888.592.608	C011164	1	Neuromuscular Manifestations	Positive
3420	C23.888.592.608	D005054	1	Neuromuscular Manifestations	Positive
3421	C23.888.592.608	C515155	1	Neuromuscular Manifestations	Positive
3422	C23.888.592.608	D006034	1	Neuromuscular Manifestations	Positive
3423	C23.888.592.608	C040920	1	Neuromuscular Manifestations	Positive
3424	C23.888.592.608	C083152	1	Neuromuscular Manifestations	Positive
3425	C23.888.592.608	D009020	1	Neuromuscular Manifestations	Positive
3426	C23.888.592.608	D010208	1	Neuromuscular Manifestations	Positive
3427	C23.888.592.608	C003466	1	Neuromuscular Manifestations	Positive
7698	C23.888.592.608.500	C515155	1	Muscle Cramp	Positive
7699	C23.888.592.608.500	D006034	1	Muscle Cramp	Positive
7700	C23.888.592.608.500	C040920	1	Muscle Cramp	Positive
7701	C23.888.592.608.500	C083152	1	Muscle Cramp	Positive
3428	C23.888.592.608.593	C056165	1	Muscle Weakness	Positive
3429	C23.888.592.608.593	C011164	1	Muscle Weakness	Positive
3430	C23.888.592.608.593	C003466	1	Muscle Weakness	Positive
7572	C23.888.592.608.750	D005054	1	Spasm	Positive
7573	C23.888.592.608.750	D009020	1	Spasm	Positive
7574	C23.888.592.608.750	D010208	1	Spasm	Positive
2886	C23.888.592.612	D009020	13	Pain	Positive
2874	C23.888.592.612	C036380	2	Pain	Positive
2878	C23.888.592.612	D003061	2	Pain	Positive
2880	C23.888.592.612	D000431	2	Pain	Positive
2881	C23.888.592.612	D005054	2	Pain	Positive
2890	C23.888.592.612	D011794	2	Pain	Positive
2871	C23.888.592.612	C007210	1	Pain	Positive
2872	C23.888.592.612	D000241	1	Pain	Positive
2873	C23.888.592.612	D000376	1	Pain	Positive
2875	C23.888.592.612	C019286	1	Pain	Positive
2876	C23.888.592.612	C073316	1	Pain	Positive
2877	C23.888.592.612	C108217	1	Pain	Positive
2879	C23.888.592.612	C433065	1	Pain	Positive
2882	C23.888.592.612	C432872	1	Pain	Positive
2883	C23.888.592.612	D006139	1	Pain	Positive
2884	C23.888.592.612	C013015	1	Pain	Positive
2885	C23.888.592.612	D008610	1	Pain	Positive
2887	C23.888.592.612	C534317	1	Pain	Positive
2888	C23.888.592.612	D009638	1	Pain	Positive
2889	C23.888.592.612	D011736	1	Pain	Positive
2891	C23.888.592.612	C012526	1	Pain	Positive
2892	C23.888.592.612	D013831	1	Pain	Positive
7997	C23.888.592.612.054	D009020	1	Abdominal Pain	Positive
7919	C23.888.592.612.107	D009020	2	Back Pain	Positive
7986	C23.888.592.612.107.400	D009020	1	Low Back Pain	Positive
7956	C23.888.592.612.233	D009020	1	Chest Pain	Positive
5081	C23.888.592.612.330	C036380	1	Facial Pain	Positive
5082	C23.888.592.612.330	C108217	1	Facial Pain	Positive
5083	C23.888.592.612.330	D009020	1	Facial Pain	Positive
8007	C23.888.592.612.441	D009020	1	Headache	Positive
8008	C23.888.592.612.441	D009638	1	Headache	Positive
8003	C23.888.592.612.451	D009020	1	Labor Pain	Positive
8367	C23.888.592.612.547	D011794	1	Musculoskeletal Pain	Positive
8368	C23.888.592.612.547.249	D011794	1	Myalgia	Positive
7509	C23.888.592.612.664	D009020	2	Neuralgia	Positive
7506	C23.888.592.612.664	D000431	1	Neuralgia	Positive
7507	C23.888.592.612.664	C013015	1	Neuralgia	Positive
7508	C23.888.592.612.664	D008610	1	Neuralgia	Positive
7510	C23.888.592.612.664.550	D000431	1	Neuralgia, Postherpetic	Positive
7998	C23.888.592.612.664.800	D009020	1	Sciatica	Positive
2893	C23.888.592.612.720	C007210	1	Nociceptive Pain	Positive
2894	C23.888.592.612.720	C019286	1	Nociceptive Pain	Positive
2895	C23.888.592.612.720	C432872	1	Nociceptive Pain	Positive
2896	C23.888.592.612.720	D009020	1	Nociceptive Pain	Positive
7924	C23.888.592.612.776	D009020	1	Pain, Intractable	Positive
6685	C23.888.592.612.832	D003061	1	Pain, Postoperative	Positive
6686	C23.888.592.612.832	D005054	1	Pain, Postoperative	Positive
6687	C23.888.592.612.832	D009020	1	Pain, Postoperative	Positive
5102	C23.888.592.636	C006578	1	Paralysis	Positive
5103	C23.888.592.636	D011736	1	Paralysis	Positive
5104	C23.888.592.636	D012431	1	Paralysis	Positive
8120	C23.888.592.636.447	D011736	1	Ophthalmoplegia	Positive
7853	C23.888.592.643	D008715	1	Paresis	Positive
7854	C23.888.592.643	D010208	1	Paresis	Positive
7855	C23.888.592.643.500	D008715	1	Paraparesis	Positive
3258	C23.888.592.742	D000096	1	Seizures	Positive
3259	C23.888.592.742	D000241	1	Seizures	Positive
3260	C23.888.592.742	C006923	1	Seizures	Positive
3261	C23.888.592.742	C108217	1	Seizures	Positive
3262	C23.888.592.742	C007078	1	Seizures	Positive
3263	C23.888.592.742	D003474	1	Seizures	Positive
3264	C23.888.592.742	D004298	1	Seizures	Positive
3265	C23.888.592.742	D000431	1	Seizures	Positive
3266	C23.888.592.742	C004999	1	Seizures	Positive
3267	C23.888.592.742	C007836	1	Seizures	Positive
3268	C23.888.592.742	C409816	1	Seizures	Positive
3269	C23.888.592.742	D008715	1	Seizures	Positive
3270	C23.888.592.742	D009020	1	Seizures	Positive
3271	C23.888.592.742	D011736	1	Seizures	Positive
3272	C23.888.592.742	D009536	1	Seizures	Positive
1804	C23.888.592.763	D009020	2	Sensation Disorders	Positive
1788	C23.888.592.763	C009135	1	Sensation Disorders	Positive
1789	C23.888.592.763	D000241	1	Sensation Disorders	Positive
1790	C23.888.592.763	D000376	1	Sensation Disorders	Positive
1791	C23.888.592.763	C036380	1	Sensation Disorders	Positive
1792	C23.888.592.763	C006680	1	Sensation Disorders	Positive
1793	C23.888.592.763	C073316	1	Sensation Disorders	Positive
1794	C23.888.592.763	D002392	1	Sensation Disorders	Positive
1795	C23.888.592.763	C007078	1	Sensation Disorders	Positive
1796	C23.888.592.763	D003061	1	Sensation Disorders	Positive
1797	C23.888.592.763	D003474	1	Sensation Disorders	Positive
1798	C23.888.592.763	D005054	1	Sensation Disorders	Positive
1799	C23.888.592.763	C037032	1	Sensation Disorders	Positive
1800	C23.888.592.763	C013015	1	Sensation Disorders	Positive
1801	C23.888.592.763	D008353	1	Sensation Disorders	Positive
1802	C23.888.592.763	D008715	1	Sensation Disorders	Positive
1803	C23.888.592.763	C005223	1	Sensation Disorders	Positive
1805	C23.888.592.763	D011736	1	Sensation Disorders	Positive
1806	C23.888.592.763	D011794	1	Sensation Disorders	Positive
1807	C23.888.592.763	D012431	1	Sensation Disorders	Positive
1808	C23.888.592.763	D020156	1	Sensation Disorders	Positive
1809	C23.888.592.763.393	C009135	1	Hearing Disorders	Positive
1810	C23.888.592.763.393	D002392	1	Hearing Disorders	Positive
1811	C23.888.592.763.393	C037032	1	Hearing Disorders	Positive
1812	C23.888.592.763.393	D008353	1	Hearing Disorders	Positive
1813	C23.888.592.763.393	D008715	1	Hearing Disorders	Positive
1814	C23.888.592.763.393	D020156	1	Hearing Disorders	Positive
1815	C23.888.592.763.393.341	C009135	1	Hearing Loss	Positive
1816	C23.888.592.763.393.341	D002392	1	Hearing Loss	Positive
1817	C23.888.592.763.393.341	C037032	1	Hearing Loss	Positive
1818	C23.888.592.763.393.341	D008353	1	Hearing Loss	Positive
1819	C23.888.592.763.393.341	D008715	1	Hearing Loss	Positive
1820	C23.888.592.763.393.341	D020156	1	Hearing Loss	Positive
4676	C23.888.592.763.770	D009020	2	Somatosensory Disorders	Positive
4665	C23.888.592.763.770	D000241	1	Somatosensory Disorders	Positive
4666	C23.888.592.763.770	D000376	1	Somatosensory Disorders	Positive
4667	C23.888.592.763.770	C036380	1	Somatosensory Disorders	Positive
4668	C23.888.592.763.770	C006680	1	Somatosensory Disorders	Positive
4669	C23.888.592.763.770	C073316	1	Somatosensory Disorders	Positive
4670	C23.888.592.763.770	C007078	1	Somatosensory Disorders	Positive
4671	C23.888.592.763.770	D003061	1	Somatosensory Disorders	Positive
4672	C23.888.592.763.770	D003474	1	Somatosensory Disorders	Positive
4673	C23.888.592.763.770	D005054	1	Somatosensory Disorders	Positive
4674	C23.888.592.763.770	C013015	1	Somatosensory Disorders	Positive
4675	C23.888.592.763.770	C005223	1	Somatosensory Disorders	Positive
4677	C23.888.592.763.770	D011736	1	Somatosensory Disorders	Positive
4678	C23.888.592.763.770	D011794	1	Somatosensory Disorders	Positive
4679	C23.888.592.763.770	D012431	1	Somatosensory Disorders	Positive
4680	C23.888.592.763.770.400	D000241	1	Hyperalgesia	Positive
4681	C23.888.592.763.770.400	D000376	1	Hyperalgesia	Positive
4682	C23.888.592.763.770.400	C036380	1	Hyperalgesia	Positive
4683	C23.888.592.763.770.400	C006680	1	Hyperalgesia	Positive
4684	C23.888.592.763.770.400	C073316	1	Hyperalgesia	Positive
4685	C23.888.592.763.770.400	C007078	1	Hyperalgesia	Positive
4686	C23.888.592.763.770.400	D003061	1	Hyperalgesia	Positive
4687	C23.888.592.763.770.400	D003474	1	Hyperalgesia	Positive
4688	C23.888.592.763.770.400	D005054	1	Hyperalgesia	Positive
4689	C23.888.592.763.770.400	C013015	1	Hyperalgesia	Positive
4690	C23.888.592.763.770.400	C005223	1	Hyperalgesia	Positive
4691	C23.888.592.763.770.400	D009020	1	Hyperalgesia	Positive
4692	C23.888.592.763.770.400	D011794	1	Hyperalgesia	Positive
4693	C23.888.592.763.770.400	D012431	1	Hyperalgesia	Positive
7962	C23.888.592.763.770.450	D009020	1	Hyperesthesia	Positive
8183	C23.888.592.763.770.875	D011736	1	Paresthesia	Positive
6695	C23.888.821	D009020	5	Signs and Symptoms, Digestive	Positive
6691	C23.888.821	D003061	1	Signs and Symptoms, Digestive	Positive
6692	C23.888.821	D003474	1	Signs and Symptoms, Digestive	Positive
6693	C23.888.821	C007628	1	Signs and Symptoms, Digestive	Positive
6694	C23.888.821	C401293	1	Signs and Symptoms, Digestive	Positive
6696	C23.888.821	D011794	1	Signs and Symptoms, Digestive	Positive
7999	C23.888.821.030	D009020	1	Abdominal Pain	Positive
6697	C23.888.821.214	D003061	1	Diarrhea	Positive
6698	C23.888.821.214	D003474	1	Diarrhea	Positive
6699	C23.888.821.214	C007628	1	Diarrhea	Positive
6700	C23.888.821.214	D009020	1	Diarrhea	Positive
6701	C23.888.821.214	D011794	1	Diarrhea	Positive
7794	C23.888.821.475	C401293	1	Halitosis	Positive
7990	C23.888.821.712	D009020	1	Nausea	Positive
7991	C23.888.821.712.700	D009020	1	Postoperative Nausea and Vomiting	Positive
7945	C23.888.821.937	D009020	2	Vomiting	Positive
7946	C23.888.821.937.059	D009020	1	Postoperative Nausea and Vomiting	Positive
4286	C23.888.852	D009020	2	Signs and Symptoms, Respiratory	Positive
4282	C23.888.852	C056165	1	Signs and Symptoms, Respiratory	Positive
4283	C23.888.852	D002164	1	Signs and Symptoms, Respiratory	Positive
4284	C23.888.852	D003061	1	Signs and Symptoms, Respiratory	Positive
4285	C23.888.852	D004298	1	Signs and Symptoms, Respiratory	Positive
4287	C23.888.852	C005274	1	Signs and Symptoms, Respiratory	Positive
4288	C23.888.852	D009665	1	Signs and Symptoms, Respiratory	Positive
4289	C23.888.852	D011794	1	Signs and Symptoms, Respiratory	Positive
4290	C23.888.852	C073734	1	Signs and Symptoms, Respiratory	Positive
4291	C23.888.852	C009438	1	Signs and Symptoms, Respiratory	Positive
4292	C23.888.852.079	C056165	1	Hypoxia	Positive
4293	C23.888.852.079	C073734	1	Hypoxia	Positive
4294	C23.888.852.079	C009438	1	Hypoxia	Positive
6446	C23.888.852.293	D002164	1	Cough	Positive
6447	C23.888.852.293	D003061	1	Cough	Positive
6448	C23.888.852.293	D009020	1	Cough	Positive
6449	C23.888.852.293	C005274	1	Cough	Positive
6450	C23.888.852.293	D009665	1	Cough	Positive
7336	C23.888.852.371	D004298	1	Dyspnea	Positive
7337	C23.888.852.371	D009020	1	Dyspnea	Positive
8280	C23.888.852.889	D011794	1	Sneezing	Positive
4012	C23.888.942	D003474	2	Urological Manifestations	Positive
4018	C23.888.942	D011794	2	Urological Manifestations	Positive
4019	C23.888.942	C003466	2	Urological Manifestations	Positive
4011	C23.888.942	C056165	1	Urological Manifestations	Positive
4013	C23.888.942	D004298	1	Urological Manifestations	Positive
4014	C23.888.942	D004610	1	Urological Manifestations	Positive
4015	C23.888.942	D000431	1	Urological Manifestations	Positive
4016	C23.888.942	C045856	1	Urological Manifestations	Positive
4017	C23.888.942	D009020	1	Urological Manifestations	Positive
8012	C23.888.942.343	D009020	1	Lower Urinary Tract Symptoms	Positive
8013	C23.888.942.343.780	D009020	1	Urinary Bladder, Overactive	Positive
7342	C23.888.942.400	D004298	1	Oliguria	Positive
8327	C23.888.942.600	D011794	1	Polyuria	Positive
4021	C23.888.942.750	D003474	2	Proteinuria	Positive
4026	C23.888.942.750	C003466	2	Proteinuria	Positive
4020	C23.888.942.750	C056165	1	Proteinuria	Positive
4022	C23.888.942.750	D004610	1	Proteinuria	Positive
4023	C23.888.942.750	D000431	1	Proteinuria	Positive
4024	C23.888.942.750	C045856	1	Proteinuria	Positive
4025	C23.888.942.750	D011794	1	Proteinuria	Positive
4027	C23.888.942.750.269	C056165	1	Albuminuria	Positive
4028	C23.888.942.750.269	D003474	1	Albuminuria	Positive
4029	C23.888.942.750.269	C003466	1	Albuminuria	Positive
2087	C25	D003474	9	Chemically-Induced Disorders	Positive
2122	C25	D011794	9	Chemically-Induced Disorders	Positive
2093	C25	C045651	6	Chemically-Induced Disorders	Positive
2098	C25	D019833	5	Chemically-Induced Disorders	Positive
2111	C25	D008715	5	Chemically-Induced Disorders	Positive
2136	C25	D013831	5	Chemically-Induced Disorders	Positive
2072	C25	D017962	4	Chemically-Induced Disorders	Positive
2077	C25	D019207	4	Chemically-Induced Disorders	Positive
2091	C25	D004298	4	Chemically-Induced Disorders	Positive
2100	C25	D019695	4	Chemically-Induced Disorders	Positive
2114	C25	D009020	4	Chemically-Induced Disorders	Positive
2116	C25	C005274	4	Chemically-Induced Disorders	Positive
2123	C25	D012431	4	Chemically-Induced Disorders	Positive
2133	C25	C003466	4	Chemically-Induced Disorders	Positive
2134	C25	D014529	4	Chemically-Induced Disorders	Positive
2069	C25	D000376	3	Chemically-Induced Disorders	Positive
2071	C25	C038491	3	Chemically-Induced Disorders	Positive
2076	C25	D001599	3	Chemically-Induced Disorders	Positive
2115	C25	C005273	3	Chemically-Induced Disorders	Positive
2118	C25	D009828	3	Chemically-Induced Disorders	Positive
2130	C25	C059006	3	Chemically-Induced Disorders	Positive
2137	C25	D009536	3	Chemically-Induced Disorders	Positive
2065	C25	C047368	2	Chemically-Induced Disorders	Positive
2067	C25	D000096	2	Chemically-Induced Disorders	Positive
2070	C25	C054528	2	Chemically-Induced Disorders	Positive
2074	C25	C054132	2	Chemically-Induced Disorders	Positive
2075	C25	C006680	2	Chemically-Induced Disorders	Positive
2079	C25	C040048	2	Chemically-Induced Disorders	Positive
2080	C25	D002392	2	Chemically-Induced Disorders	Positive
2081	C25	D002726	2	Chemically-Induced Disorders	Positive
2083	C25	C007078	2	Chemically-Induced Disorders	Positive
2084	C25	C113861	2	Chemically-Induced Disorders	Positive
2085	C25	C030123	2	Chemically-Induced Disorders	Positive
2088	C25	C028009	2	Chemically-Induced Disorders	Positive
2089	C25	C042577	2	Chemically-Induced Disorders	Positive
2090	C25	D004145	2	Chemically-Induced Disorders	Positive
2095	C25	D005054	2	Chemically-Induced Disorders	Positive
2097	C25	C025473	2	Chemically-Induced Disorders	Positive
2101	C25	C013015	2	Chemically-Induced Disorders	Positive
2102	C25	D006569	2	Chemically-Induced Disorders	Positive
2104	C25	C031927	2	Chemically-Induced Disorders	Positive
2105	C25	C021304	2	Chemically-Induced Disorders	Positive
2106	C25	C040920	2	Chemically-Induced Disorders	Positive
2108	C25	D014975	2	Chemically-Induced Disorders	Positive
2112	C25	D008730	2	Chemically-Induced Disorders	Positive
2119	C25	D010208	2	Chemically-Induced Disorders	Positive
2120	C25	C008922	2	Chemically-Induced Disorders	Positive
2124	C25	C018381	2	Chemically-Induced Disorders	Positive
2125	C25	C054125	2	Chemically-Induced Disorders	Positive
2126	C25	C025583	2	Chemically-Induced Disorders	Positive
2127	C25	C073734	2	Chemically-Induced Disorders	Positive
2131	C25	C056068	2	Chemically-Induced Disorders	Positive
2135	C25	C005466	2	Chemically-Induced Disorders	Positive
2066	C25	C032171	1	Chemically-Induced Disorders	Positive
2068	C25	C056165	1	Chemically-Induced Disorders	Positive
2073	C25	D047310	1	Chemically-Induced Disorders	Positive
2078	C25	C002503	1	Chemically-Induced Disorders	Positive
2082	C25	C012843	1	Chemically-Induced Disorders	Positive
2086	C25	C029036	1	Chemically-Induced Disorders	Positive
2092	C25	D004610	1	Chemically-Induced Disorders	Positive
2094	C25	D000431	1	Chemically-Induced Disorders	Positive
2096	C25	C004999	1	Chemically-Induced Disorders	Positive
2099	C25	C442759	1	Chemically-Induced Disorders	Positive
2103	C25	C057912	1	Chemically-Induced Disorders	Positive
2107	C25	C023022	1	Chemically-Induced Disorders	Positive
2109	C25	C030298	1	Chemically-Induced Disorders	Positive
2110	C25	D008353	1	Chemically-Induced Disorders	Positive
2113	C25	C015358	1	Chemically-Induced Disorders	Positive
2117	C25	C023031	1	Chemically-Induced Disorders	Positive
2121	C25	D011736	1	Chemically-Induced Disorders	Positive
2128	C25	D019802	1	Chemically-Induced Disorders	Positive
2129	C25	D013395	1	Chemically-Induced Disorders	Positive
2132	C25	D013936	1	Chemically-Induced Disorders	Positive
2181	C25.100	D011794	4	Drug-Related Side Effects and Adverse Reactions	Positive
2164	C25.100	D019833	3	Drug-Related Side Effects and Adverse Reactions	Positive
2191	C25.100	D014529	3	Drug-Related Side Effects and Adverse Reactions	Positive
2143	C25.100	D017962	2	Drug-Related Side Effects and Adverse Reactions	Positive
2156	C25.100	D003474	2	Drug-Related Side Effects and Adverse Reactions	Positive
2161	C25.100	C045651	2	Drug-Related Side Effects and Adverse Reactions	Positive
2165	C25.100	D019695	2	Drug-Related Side Effects and Adverse Reactions	Positive
2176	C25.100	C005273	2	Drug-Related Side Effects and Adverse Reactions	Positive
2177	C25.100	C005274	2	Drug-Related Side Effects and Adverse Reactions	Positive
2182	C25.100	D012431	2	Drug-Related Side Effects and Adverse Reactions	Positive
2187	C25.100	C059006	2	Drug-Related Side Effects and Adverse Reactions	Positive
2190	C25.100	C003466	2	Drug-Related Side Effects and Adverse Reactions	Positive
2193	C25.100	D009536	2	Drug-Related Side Effects and Adverse Reactions	Positive
2138	C25.100	C047368	1	Drug-Related Side Effects and Adverse Reactions	Positive
2139	C25.100	C032171	1	Drug-Related Side Effects and Adverse Reactions	Positive
2140	C25.100	D000096	1	Drug-Related Side Effects and Adverse Reactions	Positive
2141	C25.100	C054528	1	Drug-Related Side Effects and Adverse Reactions	Positive
2142	C25.100	C038491	1	Drug-Related Side Effects and Adverse Reactions	Positive
2144	C25.100	C054132	1	Drug-Related Side Effects and Adverse Reactions	Positive
2145	C25.100	C006680	1	Drug-Related Side Effects and Adverse Reactions	Positive
2146	C25.100	D001599	1	Drug-Related Side Effects and Adverse Reactions	Positive
2147	C25.100	D019207	1	Drug-Related Side Effects and Adverse Reactions	Positive
2148	C25.100	C002503	1	Drug-Related Side Effects and Adverse Reactions	Positive
2149	C25.100	C040048	1	Drug-Related Side Effects and Adverse Reactions	Positive
2150	C25.100	D002392	1	Drug-Related Side Effects and Adverse Reactions	Positive
2151	C25.100	D002726	1	Drug-Related Side Effects and Adverse Reactions	Positive
2152	C25.100	C007078	1	Drug-Related Side Effects and Adverse Reactions	Positive
2153	C25.100	C113861	1	Drug-Related Side Effects and Adverse Reactions	Positive
2154	C25.100	C030123	1	Drug-Related Side Effects and Adverse Reactions	Positive
2155	C25.100	C029036	1	Drug-Related Side Effects and Adverse Reactions	Positive
2157	C25.100	C028009	1	Drug-Related Side Effects and Adverse Reactions	Positive
2158	C25.100	C042577	1	Drug-Related Side Effects and Adverse Reactions	Positive
2159	C25.100	D004145	1	Drug-Related Side Effects and Adverse Reactions	Positive
2160	C25.100	D004298	1	Drug-Related Side Effects and Adverse Reactions	Positive
2162	C25.100	D005054	1	Drug-Related Side Effects and Adverse Reactions	Positive
2163	C25.100	C025473	1	Drug-Related Side Effects and Adverse Reactions	Positive
2166	C25.100	C013015	1	Drug-Related Side Effects and Adverse Reactions	Positive
2167	C25.100	D006569	1	Drug-Related Side Effects and Adverse Reactions	Positive
2168	C25.100	C031927	1	Drug-Related Side Effects and Adverse Reactions	Positive
2169	C25.100	C021304	1	Drug-Related Side Effects and Adverse Reactions	Positive
2170	C25.100	C040920	1	Drug-Related Side Effects and Adverse Reactions	Positive
2171	C25.100	D014975	1	Drug-Related Side Effects and Adverse Reactions	Positive
2172	C25.100	D008353	1	Drug-Related Side Effects and Adverse Reactions	Positive
2173	C25.100	D008715	1	Drug-Related Side Effects and Adverse Reactions	Positive
2174	C25.100	D008730	1	Drug-Related Side Effects and Adverse Reactions	Positive
2175	C25.100	D009020	1	Drug-Related Side Effects and Adverse Reactions	Positive
2178	C25.100	D009828	1	Drug-Related Side Effects and Adverse Reactions	Positive
2179	C25.100	D010208	1	Drug-Related Side Effects and Adverse Reactions	Positive
2180	C25.100	C008922	1	Drug-Related Side Effects and Adverse Reactions	Positive
2183	C25.100	C018381	1	Drug-Related Side Effects and Adverse Reactions	Positive
2184	C25.100	C054125	1	Drug-Related Side Effects and Adverse Reactions	Positive
2185	C25.100	C025583	1	Drug-Related Side Effects and Adverse Reactions	Positive
2186	C25.100	C073734	1	Drug-Related Side Effects and Adverse Reactions	Positive
2188	C25.100	C056068	1	Drug-Related Side Effects and Adverse Reactions	Positive
2189	C25.100	D013936	1	Drug-Related Side Effects and Adverse Reactions	Positive
2192	C25.100	C005466	1	Drug-Related Side Effects and Adverse Reactions	Positive
2750	C25.100.389	C032171	1	Cardiotoxicity	Positive
2751	C25.100.389	C029036	1	Cardiotoxicity	Positive
2752	C25.100.389	C045651	1	Cardiotoxicity	Positive
2753	C25.100.389	D019833	1	Cardiotoxicity	Positive
2754	C25.100.389	C005274	1	Cardiotoxicity	Positive
2755	C25.100.389	D011794	1	Cardiotoxicity	Positive
8446	C25.100.468	D014529	1	Drug Hypersensitivity	Positive
2217	C25.100.562	D019695	2	Chemical and Drug Induced Liver Injury	Positive
2194	C25.100.562	C047368	1	Chemical and Drug Induced Liver Injury	Positive
2195	C25.100.562	D000096	1	Chemical and Drug Induced Liver Injury	Positive
2196	C25.100.562	C054528	1	Chemical and Drug Induced Liver Injury	Positive
2197	C25.100.562	C038491	1	Chemical and Drug Induced Liver Injury	Positive
2198	C25.100.562	D017962	1	Chemical and Drug Induced Liver Injury	Positive
2199	C25.100.562	C054132	1	Chemical and Drug Induced Liver Injury	Positive
2200	C25.100.562	C006680	1	Chemical and Drug Induced Liver Injury	Positive
2201	C25.100.562	D001599	1	Chemical and Drug Induced Liver Injury	Positive
2202	C25.100.562	D019207	1	Chemical and Drug Induced Liver Injury	Positive
2203	C25.100.562	C040048	1	Chemical and Drug Induced Liver Injury	Positive
2204	C25.100.562	D002392	1	Chemical and Drug Induced Liver Injury	Positive
2205	C25.100.562	D002726	1	Chemical and Drug Induced Liver Injury	Positive
2206	C25.100.562	C007078	1	Chemical and Drug Induced Liver Injury	Positive
2207	C25.100.562	C113861	1	Chemical and Drug Induced Liver Injury	Positive
2208	C25.100.562	C030123	1	Chemical and Drug Induced Liver Injury	Positive
2209	C25.100.562	D003474	1	Chemical and Drug Induced Liver Injury	Positive
2210	C25.100.562	C028009	1	Chemical and Drug Induced Liver Injury	Positive
2211	C25.100.562	C042577	1	Chemical and Drug Induced Liver Injury	Positive
2212	C25.100.562	D004145	1	Chemical and Drug Induced Liver Injury	Positive
2213	C25.100.562	C045651	1	Chemical and Drug Induced Liver Injury	Positive
2214	C25.100.562	D005054	1	Chemical and Drug Induced Liver Injury	Positive
2215	C25.100.562	C025473	1	Chemical and Drug Induced Liver Injury	Positive
2216	C25.100.562	D019833	1	Chemical and Drug Induced Liver Injury	Positive
2218	C25.100.562	C013015	1	Chemical and Drug Induced Liver Injury	Positive
2219	C25.100.562	D006569	1	Chemical and Drug Induced Liver Injury	Positive
2220	C25.100.562	C031927	1	Chemical and Drug Induced Liver Injury	Positive
2221	C25.100.562	C021304	1	Chemical and Drug Induced Liver Injury	Positive
2222	C25.100.562	C040920	1	Chemical and Drug Induced Liver Injury	Positive
2223	C25.100.562	D014975	1	Chemical and Drug Induced Liver Injury	Positive
2224	C25.100.562	D008715	1	Chemical and Drug Induced Liver Injury	Positive
